value,class
2.0354377262128662,normal
10.62752754970296,normal
3.3901995920799446,normal
1.9557404391178088,normal
7.477186962012323,normal
15.804059997596712,normal
3.869097217552389,normal
3.080324275112226,normal
3.403299646979035,normal
4.086898274360743,normal
32.905474390952094,normal
29.562345689138528,normal
1.366883134662392,normal
8.859979938590495,normal
2.428924619935972,normal
3.350029731887953,normal
2.042268719090137,normal
2.092806108379401,normal
2.6498844809848774,normal
9.081699959374395,normal
3.9576441778127087,normal
2.02068961263776,normal
1.832342311450756,normal
2.8288869134332626,normal
5.658895996360879,normal
3.284467913946271,normal
6.212638408088281,normal
2.1686328865980617,normal
3.9120421247715593,normal
2.936874002914519,normal
4.092160600661127,normal
5.627070883525902,normal
1.535210755705502,normal
7.384517101463538,normal
5.381768697833704,normal
15.472471609258331,normal
2.8288869134332626,normal
4.534898229252409,normal
3.0722453889716514,normal
1.2518220241282365,normal
2.175880846597704,normal
8.109334484880883,normal
2.794557596529999,normal
3.5151749740732647,normal
6.171976235743838,normal
6.194036188838052,normal
5.370233547232166,normal
6.393626698485164,normal
2.299096908565179,normal
5.422887618115713,normal
3.842616827588152,normal
2.944670942049086,normal
3.557418149592744,normal
2.8288869134332626,normal
3.348436995183937,normal
1.9969445113133768,normal
4.047608303013604,normal
5.308679212252775,normal
2.8116257232628734,normal
2.660615500487064,normal
4.041198485230677,normal
3.052484025287405,normal
1.6430868589412082,normal
2.6978373773826783,normal
6.593013901738204,normal
13.628827511226737,normal
5.887850695828825,normal
3.3841065064594487,normal
3.738201832339281,normal
1.3681583466463316,normal
8.373594414461436,normal
1.5093101562811546,normal
2.195117952933258,normal
1.421416938976398,normal
3.888597919307136,normal
2.033484159122529,normal
4.019314621346483,normal
4.039845577531724,normal
4.526833326266616,normal
4.531064915130597,normal
3.757487615906143,normal
4.223143885310243,normal
3.948500040600017,normal
2.690184294640895,normal
8.2186898451833,normal
3.0285970919010703,normal
4.131649332047725,normal
16.013470162793663,normal
19.505992517977152,normal
2.404689215510144,normal
2.33141399444687,normal
17.00448871060286,normal
8.53533784681668,normal
