value,attack_cat
56.08927981859141,Normal
38.30488724655132,Normal
33.09612595132034,Normal
13.965990529575484,Normal
24.34863241899296,Normal
24.34863241899296,Normal
27.637211709478464,Normal
34.187617199099115,Normal
34.187617199099115,Normal
34.187617199099115,Normal
48.330550065082775,Normal
77.1103350205198,Normal
27.637211709478464,Normal
38.72492616847047,Normal
27.637211709478464,Normal
30.125180802795985,Normal
24.34863241899296,Normal
33.53163485584235,Normal
23.053498158961563,Normal
24.34863241899296,Normal
24.34863241899296,Normal
45.19899543184674,Normal
27.494348952187625,Normal
48.330550065082775,Normal
24.34863241899296,Normal
24.34863241899296,Normal
27.637211709478464,Normal
39.520687881883205,Normal
49.26446910329332,Normal
19.732325305850587,Normal
83.99629418420767,Normal
24.660050373314235,Normal
42.48821176112085,Normal
15.006645055867704,Normal
26.454510007756195,Normal
50.38231067236856,Normal
16.106174163295147,Normal
45.55972724411596,Normal
52.44728899646389,Normal
27.54627865873236,Normal
54.56813289437184,Normal
45.67546482471185,Normal
28.528581199777875,Normal
25.23585920096606,Normal
25.23585920096606,Normal
27.160475964713555,Normal
31.35432021196432,Normal
23.74893611892873,Normal
67.2832821835785,Normal
18.387500303371617,Normal
48.330550065082775,Normal
39.520687881883205,Normal
25.632264377955604,Normal
3.983041207283084,Normal
14.735949766683168,Normal
80.26075393737506,Normal
26.69262210107091,Normal
1.6132413139720811,Normal
1.5580170477613833,Normal
14.182825726539608,Normal
28.555997119456563,Normal
66.13335439819785,Normal
29.303929370984385,Normal
27.54627865873236,Normal
25.23585920096606,Normal
21.34884597625929,Normal
21.34884597625929,Normal
25.632264377955604,Normal
42.80387992598982,Normal
5.015213372772831,Normal
31.35432021196432,Normal
12.501024680468856,Normal
34.79016502600762,Normal
12.501024680468856,Normal
12.501024680468856,Normal
3.685850109887086,Normal
12.501024680468856,Normal
12.501024680468856,Normal
12.501024680468856,Normal
13.630947801736191,Normal
13.630947801736191,Normal
13.630947801736191,Normal
13.630947801736191,Normal
13.630947801736191,Normal
9.587267274581576,Normal
13.630947801736191,Normal
13.630947801736191,Normal
14.685746893849378,Normal
17.75917999453099,Normal
17.75917999453099,Normal
14.685746893849378,Normal
69.36176093616294,Normal
14.685746893849378,Normal
31.55636485837516,Normal
15.421944475587235,Normal
27.726499584179297,Normal
27.726499584179297,Normal
35.349473157789625,Normal
27.420751076037728,Normal
27.420751076037728,Normal
42.24486777072721,Normal
24.77837966675056,Normal
24.173551642956173,Normal
54.88157454632307,Normal
27.420751076037728,Normal
58.20265845415158,Normal
24.173551642956173,Normal
24.173551642956173,Normal
31.438238759954867,Normal
22.06701206648114,Normal
27.420751076037728,Normal
38.7761672956501,Normal
21.46230117825575,Normal
64.20361906304052,Normal
27.420751076037728,Normal
24.173551642956173,Normal
47.61032855937153,Normal
27.420751076037728,Normal
24.994711069514963,Normal
27.420751076037728,Normal
27.420751076037728,Normal
47.61032855937153,Normal
21.46230117825575,Normal
27.420751076037728,Normal
31.55636485837516,Normal
24.173551642956173,Normal
24.6827602578449,Normal
21.87010742849425,Normal
24.173551642956173,Normal
85.4943860020294,Normal
24.173551642956173,Normal
24.173551642956173,Normal
24.173551642956173,Normal
72.88661240361112,Normal
27.420751076037728,Normal
27.420751076037728,Normal
21.46230117825575,Normal
36.64058194686723,Normal
24.173551642956173,Normal
24.77837966675056,Normal
3.4279096225478285,Normal
14.528566177548692,Normal
27.420751076037728,Normal
34.79016502600762,Normal
27.420751076037728,Normal
47.61032855937153,Normal
27.420751076037728,Normal
24.173551642956173,Normal
24.994711069514963,Normal
15.455269863078207,Normal
15.455269863078207,Normal
31.55636485837516,Normal
30.612242805250123,Normal
30.24551451475049,Normal
30.612242805250123,Normal
35.349473157789625,Normal
35.27078418365053,Normal
19.1517634940311,Normal
30.612242805250123,Normal
6.197219992392428,Normal
35.59330840566638,Normal
15.689677032660828,Normal
78.08316384727028,Normal
27.420751076037728,Normal
27.420751076037728,Normal
21.496912837185107,Normal
27.420751076037728,Normal
66.13335439819785,Normal
74.21138813137235,Normal
6.197219992392428,Normal
1000.0,Normal
24.173551642956173,Normal
27.420751076037728,Normal
34.79016502600762,Normal
20.130471953700184,Normal
47.61032855937153,Normal
22.17256127878173,Normal
47.61032855937153,Normal
18.646338818111804,Normal
22.17256127878173,Normal
35.894681559251865,Normal
22.17256127878173,Normal
25.70955847447149,Normal
31.55636485837516,Normal
25.70955847447149,Normal
30.24551451475049,Normal
31.74433129540997,Normal
30.612242805250123,Normal
57.70561599324908,Normal
17.040929627672945,Normal
30.24551451475049,Normal
79.54244195177773,Normal
24.43715533489997,Normal
13.081359196192045,Normal
23.67584218249933,Normal
44.38718486890402,Normal
46.10494224907741,Normal
24.994711069514963,Normal
35.46671126804109,Normal
15.876462493622284,Normal
46.04192260093186,Normal
31.842033647890105,Normal
37.019091234747776,Normal
25.55910761060906,Normal
85.4943860020294,Normal
25.037652418634867,Normal
13.0485082631351,Normal
39.72122997991693,Normal
32.836672146803856,Normal
45.20560087643028,Normal
23.4263738546535,Normal
47.99155814505529,Normal
7.943644221775316,Normal
29.76399866489012,Normal
7.943644221775316,Normal
34.79016502600762,Normal
50.52453825098169,Normal
