value,class
9.6851202514041,anomaly
16.541157214490006,anomaly
9.6851202514041,anomaly
9.6851202514041,anomaly
11.89111933278148,anomaly
9.6851202514041,anomaly
10.48107754735431,anomaly
9.6851202514041,anomaly
2.969914155097529,anomaly
10.461494855899536,anomaly
15.269127872844832,anomaly
2.625252910980924,anomaly
11.89111933278148,anomaly
23.56829929991613,anomaly
15.269127872844832,anomaly
9.6851202514041,anomaly
4.319570682256083,anomaly
11.89111933278148,anomaly
18.740071753109607,anomaly
14.538983297131349,anomaly
11.89111933278148,anomaly
11.89111933278148,anomaly
11.89111933278148,anomaly
11.89111933278148,anomaly
7.896398895753068,anomaly
2.322635658788177,anomaly
11.89111933278148,anomaly
13.084072664556809,anomaly
9.711059786584428,anomaly
3.6074691757365134,anomaly
11.89111933278148,anomaly
11.89111933278148,anomaly
13.084072664556809,anomaly
21.5265487370752,anomaly
19.33141160692633,anomaly
7.929472470555231,anomaly
11.698082788025587,anomaly
15.632256617192988,anomaly
11.89111933278148,anomaly
9.6851202514041,anomaly
9.6851202514041,anomaly
11.89111933278148,anomaly
14.299802228987874,anomaly
13.723454228818085,anomaly
15.269127872844832,anomaly
6.019565982471644,anomaly
21.627763796167628,anomaly
10.718652444135628,anomaly
14.299802228987874,anomaly
19.33141160692633,anomaly
15.269127872844832,anomaly
9.6851202514041,anomaly
52.72262133255767,anomaly
5.418699285721303,anomaly
13.723454228818085,anomaly
10.48107754735431,anomaly
16.541157214490006,anomaly
11.89111933278148,anomaly
11.89111933278148,anomaly
9.6851202514041,anomaly
19.757571346251297,anomaly
9.6851202514041,anomaly
11.89111933278148,anomaly
2.732493491610869,anomaly
9.6851202514041,anomaly
14.299802228987874,anomaly
15.052275551615812,anomaly
4.035183377524656,anomaly
1.5448966358928178,anomaly
11.986489262649382,anomaly
8.633824287376603,anomaly
11.89111933278148,anomaly
10.718652444135628,anomaly
11.89111933278148,anomaly
14.538983297131349,anomaly
6.019565982471644,anomaly
15.269127872844832,anomaly
11.89111933278148,anomaly
5.648215757250491,anomaly
11.89111933278148,anomaly
3.484580193904075,anomaly
14.299802228987874,anomaly
15.618893593567456,anomaly
15.269127872844832,anomaly
22.642944367006,anomaly
12.062411789584711,anomaly
11.89111933278148,anomaly
4.579147388985793,anomaly
11.89111933278148,anomaly
11.371984667004742,anomaly
9.6851202514041,anomaly
4.363802372750988,anomaly
9.6851202514041,anomaly
14.538983297131349,anomaly
20.525978153890048,anomaly
11.89111933278148,anomaly
14.538983297131349,anomaly
14.538983297131349,anomaly
21.5265487370752,anomaly
6.561850890481082,anomaly
14.538983297131349,anomaly
11.89111933278148,anomaly
11.89111933278148,anomaly
15.269127872844832,anomaly
8.914874995952756,anomaly
11.89111933278148,anomaly
6.019565982471644,anomaly
11.89111933278148,anomaly
14.879236258274094,anomaly
24.332090898388444,anomaly
11.89111933278148,anomaly
15.269127872844832,anomaly
4.730695880195421,anomaly
15.269127872844832,anomaly
9.79208971208161,anomaly
11.89111933278148,anomaly
9.6851202514041,anomaly
3.290421093072772,anomaly
11.371984667004742,anomaly
6.019565982471644,anomaly
5.648215757250491,anomaly
4.035183377524656,anomaly
3.484580193904075,anomaly
7.929472470555231,anomaly
11.89111933278148,anomaly
14.299802228987874,anomaly
6.019565982471644,anomaly
11.607121890246294,anomaly
16.541157214490006,anomaly
11.89111933278148,anomaly
9.6851202514041,anomaly
11.698082788025587,anomaly
11.89111933278148,anomaly
11.89111933278148,anomaly
11.89111933278148,anomaly
5.418699285721303,anomaly
9.6851202514041,anomaly
14.538983297131349,anomaly
3.7875493585088336,anomaly
9.6851202514041,anomaly
15.052275551615812,anomaly
28.092801179422263,anomaly
9.243048731041002,anomaly
6.019565982471644,anomaly
7.929472470555231,anomaly
11.89111933278148,anomaly
35.576771106359935,anomaly
14.538983297131349,anomaly
2.732493491610869,anomaly
6.019565982471644,anomaly
14.127291247120477,anomaly
11.371984667004742,anomaly
14.553101311684754,anomaly
9.6851202514041,anomaly
11.89111933278148,anomaly
15.269127872844832,anomaly
12.493503796019844,anomaly
7.929472470555231,anomaly
9.6851202514041,anomaly
9.79208971208161,anomaly
15.632256617192988,anomaly
11.813848289095477,anomaly
11.89111933278148,anomaly
9.6851202514041,anomaly
14.538983297131349,anomaly
9.885249275718245,anomaly
18.740071753109607,anomaly
15.269127872844832,anomaly
10.52828611787592,anomaly
16.301381760340803,anomaly
20.31079673198377,anomaly
14.538983297131349,anomaly
3.290421093072772,anomaly
18.17005597847328,anomaly
6.576157181092818,anomaly
9.6851202514041,anomaly
11.89111933278148,anomaly
11.89111933278148,anomaly
11.813848289095477,anomaly
11.89111933278148,anomaly
9.6851202514041,anomaly
9.6851202514041,anomaly
11.89111933278148,anomaly
10.461494855899536,anomaly
23.56829929991613,anomaly
8.849382378129777,anomaly
9.6851202514041,anomaly
5.418699285721303,anomaly
9.6851202514041,anomaly
2.820315529502743,anomaly
14.538983297131349,anomaly
6.019565982471644,anomaly
11.813848289095477,anomaly
4.900570918500609,anomaly
24.186281854021715,anomaly
11.89111933278148,anomaly
11.89111933278148,anomaly
9.6851202514041,anomaly
9.6851202514041,anomaly
24.063373621221665,anomaly
9.6851202514041,anomaly
4.657754005715525,anomaly
23.619594057338656,anomaly
2.732493491610869,anomaly
9.437320290711034,anomaly
2.1404733387494685,anomaly
11.89111933278148,anomaly
35.576771106359935,anomaly
11.89111933278148,anomaly
10.461494855899536,anomaly
5.669836101230571,anomaly
9.5488514583862,anomaly
9.6851202514041,anomaly
11.371984667004742,anomaly
9.6851202514041,anomaly
11.89111933278148,anomaly
14.299802228987874,anomaly
11.89111933278148,anomaly
9.6851202514041,anomaly
11.986489262649382,anomaly
9.6851202514041,anomaly
22.89228258663341,anomaly
15.269127872844832,anomaly
9.6851202514041,anomaly
20.31079673198377,anomaly
11.89111933278148,anomaly
11.89111933278148,anomaly
6.019565982471644,anomaly
15.052275551615812,anomaly
14.538983297131349,anomaly
11.89111933278148,anomaly
13.076048091075725,anomaly
29.92633123129537,anomaly
10.461494855899536,anomaly
9.6851202514041,anomaly
11.89111933278148,anomaly
9.6851202514041,anomaly
32.85929670649174,anomaly
6.019565982471644,anomaly
1.3508268990712498,anomaly
9.6851202514041,anomaly
14.538983297131349,anomaly
14.538983297131349,anomaly
11.89111933278148,anomaly
11.89111933278148,anomaly
6.834908731334392,anomaly
16.541157214490006,anomaly
28.40622504788253,anomaly
10.167628926249918,anomaly
11.89111933278148,anomaly
9.6851202514041,anomaly
11.89111933278148,anomaly
17.441121182386915,anomaly
11.89111933278148,anomaly
11.371984667004742,anomaly
15.269127872844832,anomaly
11.89111933278148,anomaly
4.96829297890603,anomaly
6.019565982471644,anomaly
11.89111933278148,anomaly
7.887025463587235,anomaly
11.89111933278148,anomaly
13.723454228818085,anomaly
11.89111933278148,anomaly
67.37965410147272,anomaly
11.813848289095477,anomaly
11.371984667004742,anomaly
2.732493491610869,anomaly
11.89111933278148,anomaly
2.747364403484348,anomaly
15.269127872844832,anomaly
11.89111933278148,anomaly
14.538983297131349,anomaly
11.371984667004742,anomaly
24.90313187271164,anomaly
10.48107754735431,anomaly
5.311028603466716,anomaly
11.698082788025587,anomaly
5.374947214516805,anomaly
14.538983297131349,anomaly
11.89111933278148,anomaly
11.89111933278148,anomaly
11.371984667004742,anomaly
8.849382378129777,anomaly
11.371984667004742,anomaly
2.625252910980924,anomaly
5.648215757250491,anomaly
11.371984667004742,anomaly
9.674210974274253,anomaly
10.48107754735431,anomaly
15.052275551615812,anomaly
11.89111933278148,anomaly
7.111153652160209,anomaly
15.029209584772476,anomaly
10.748166360986495,anomaly
20.525978153890048,anomaly
9.6851202514041,anomaly
11.89111933278148,anomaly
11.89111933278148,anomaly
9.6851202514041,anomaly
67.37965410147272,anomaly
22.088692195762988,anomaly
11.89111933278148,anomaly
11.89111933278148,anomaly
8.862454622285734,anomaly
6.87681124901416,anomaly
11.89111933278148,anomaly
10.461494855899536,anomaly
11.89111933278148,anomaly
9.6851202514041,anomaly
8.277193663939052,anomaly
3.290421093072772,anomaly
11.89111933278148,anomaly
12.59168204767066,anomaly
19.641318695533887,anomaly
9.451151233586575,anomaly
7.647437380994111,anomaly
13.723454228818085,anomaly
11.89111933278148,anomaly
14.299802228987874,anomaly
7.495270307124099,anomaly
4.900570918500609,anomaly
11.371984667004742,anomaly
11.89111933278148,anomaly
9.6851202514041,anomaly
0.8276688861752955,anomaly
11.89111933278148,anomaly
20.22438798066387,anomaly
15.269127872844832,anomaly
11.465862862845029,anomaly
7.820396596484874,anomaly
14.299802228987874,anomaly
9.6851202514041,anomaly
21.5265487370752,anomaly
14.299802228987874,anomaly
9.6851202514041,anomaly
11.813848289095477,anomaly
9.6851202514041,anomaly
2.666283145614263,anomaly
11.89111933278148,anomaly
11.371984667004742,anomaly
11.89111933278148,anomaly
15.052275551615812,anomaly
10.48107754735431,anomaly
39.23215735115551,anomaly
11.89111933278148,anomaly
5.669836101230571,anomaly
8.633824287376603,anomaly
11.89111933278148,anomaly
11.89111933278148,anomaly
16.698565432803857,anomaly
11.89111933278148,anomaly
15.269127872844832,anomaly
11.89111933278148,anomaly
14.538983297131349,anomaly
14.912828211891554,anomaly
4.3420605420015015,anomaly
14.299802228987874,anomaly
13.65926998745239,anomaly
5.311028603466716,anomaly
4.979176367494965,anomaly
11.89111933278148,anomaly
19.33141160692633,anomaly
11.89111933278148,anomaly
32.64139801141383,anomaly
4.46510975709828,anomaly
14.538983297131349,anomaly
11.89111933278148,anomaly
11.89111933278148,anomaly
11.371984667004742,anomaly
5.648215757250491,anomaly
6.513286524391718,anomaly
13.076048091075725,anomaly
14.538983297131349,anomaly
3.209180845168756,anomaly
5.418699285721303,anomaly
5.669836101230571,anomaly
11.986489262649382,anomaly
11.89111933278148,anomaly
11.89111933278148,anomaly
11.89111933278148,anomaly
11.89111933278148,anomaly
11.89111933278148,anomaly
15.269127872844832,anomaly
11.89111933278148,anomaly
13.723454228818085,anomaly
20.525978153890048,anomaly
11.89111933278148,anomaly
9.6851202514041,anomaly
15.269127872844832,anomaly
11.89111933278148,anomaly
11.89111933278148,anomaly
9.097845167431274,anomaly
15.269127872844832,anomaly
11.371984667004742,anomaly
3.209180845168756,anomaly
15.11338633263206,anomaly
9.6851202514041,anomaly
15.052275551615812,anomaly
14.538983297131349,anomaly
10.011397366987955,anomaly
11.89111933278148,anomaly
11.89111933278148,anomaly
9.6851202514041,anomaly
11.986489262649382,anomaly
6.673842672210437,anomaly
11.89111933278148,anomaly
15.269127872844832,anomaly
11.89111933278148,anomaly
11.89111933278148,anomaly
3.978223820009525,anomaly
22.326499715039706,anomaly
16.31274667754413,anomaly
9.6851202514041,anomaly
11.89111933278148,anomaly
11.89111933278148,anomaly
15.269127872844832,anomaly
11.89111933278148,anomaly
4.813835215760781,anomaly
11.89111933278148,anomaly
11.89111933278148,anomaly
9.6851202514041,anomaly
11.698082788025587,anomaly
15.269127872844832,anomaly
15.269127872844832,anomaly
15.052275551615812,anomaly
8.720611267691584,anomaly
10.173097969328856,anomaly
6.019565982471644,anomaly
11.259435149206732,anomaly
9.6851202514041,anomaly
2.732493491610869,anomaly
3.6074691757365134,anomaly
5.985269473407658,anomaly
10.718652444135628,anomaly
18.662725170049644,anomaly
7.026748987374834,anomaly
14.538983297131349,anomaly
9.6851202514041,anomaly
17.75462474313308,anomaly
2.732493491610869,anomaly
10.461494855899536,anomaly
11.89111933278148,anomaly
11.698082788025587,anomaly
3.7875493585088336,anomaly
11.89111933278148,anomaly
11.89111933278148,anomaly
9.6851202514041,anomaly
16.31274667754413,anomaly
5.311028603466716,anomaly
7.791004400071278,anomaly
15.269127872844832,anomaly
8.633824287376603,anomaly
11.89111933278148,anomaly
11.813848289095477,anomaly
10.48107754735431,anomaly
9.6851202514041,anomaly
20.31079673198377,anomaly
67.37965410147272,anomaly
24.3143464729829,anomaly
11.986489262649382,anomaly
49.84515373091948,anomaly
19.33141160692633,anomaly
11.89111933278148,anomaly
4.329275160329569,anomaly
2.548910668100083,anomaly
14.299802228987874,anomaly
31.41126379687531,anomaly
14.473097291650577,anomaly
24.186281854021715,anomaly
11.89111933278148,anomaly
9.6851202514041,anomaly
2.732493491610869,anomaly
5.669836101230571,anomaly
9.6851202514041,anomaly
11.89111933278148,anomaly
5.311028603466716,anomaly
9.6851202514041,anomaly
11.89111933278148,anomaly
5.648215757250491,anomaly
11.89111933278148,anomaly
11.89111933278148,anomaly
9.6851202514041,anomaly
9.6851202514041,anomaly
11.89111933278148,anomaly
14.538983297131349,anomaly
13.370991088469877,anomaly
9.6851202514041,anomaly
14.538983297131349,anomaly
15.269127872844832,anomaly
10.461494855899536,anomaly
15.983204421357472,anomaly
9.6851202514041,anomaly
5.562178588396842,anomaly
11.89111933278148,anomaly
5.669836101230571,anomaly
10.517551361555196,anomaly
5.743180780894158,anomaly
6.019565982471644,anomaly
71.361129168463,anomaly
9.6851202514041,anomaly
11.89111933278148,anomaly
11.89111933278148,anomaly
14.538983297131349,anomaly
11.813848289095477,anomaly
14.514730069023509,anomaly
26.045238435967992,anomaly
29.646698006277884,anomaly
24.063373621221665,anomaly
11.89111933278148,anomaly
14.538983297131349,anomaly
14.299802228987874,anomaly
9.79208971208161,anomaly
9.6851202514041,anomaly
15.269127872844832,anomaly
9.6851202514041,anomaly
7.3010819274138,anomaly
11.698082788025587,anomaly
14.410678525428064,anomaly
11.89111933278148,anomaly
9.6851202514041,anomaly
11.89111933278148,anomaly
11.89111933278148,anomaly
6.973627488899432,anomaly
3.7875493585088336,anomaly
11.89111933278148,anomaly
3.290421093072772,anomaly
9.6851202514041,anomaly
10.555578612858698,anomaly
11.89111933278148,anomaly
3.290421093072772,anomaly
9.6851202514041,anomaly
11.89111933278148,anomaly
6.019565982471644,anomaly
10.48107754735431,anomaly
5.996464454013916,anomaly
10.951019836987404,anomaly
14.538983297131349,anomaly
11.89111933278148,anomaly
6.019565982471644,anomaly
5.96890118712827,anomaly
9.6851202514041,anomaly
6.477348132845911,anomaly
12.550672573240584,anomaly
11.89111933278148,anomaly
33.51043180374014,anomaly
2.322635658788177,anomaly
8.22054007259248,anomaly
9.6851202514041,anomaly
9.6851202514041,anomaly
11.371984667004742,anomaly
10.859109538845466,anomaly
15.269127872844832,anomaly
6.019565982471644,anomaly
5.418699285721303,anomaly
11.89111933278148,anomaly
2.2425740204762548,anomaly
21.5265487370752,anomaly
9.6851202514041,anomaly
10.718652444135628,anomaly
15.269127872844832,anomaly
19.33141160692633,anomaly
14.538983297131349,anomaly
9.6851202514041,anomaly
11.89111933278148,anomaly
7.929472470555231,anomaly
4.319570682256083,anomaly
10.48107754735431,anomaly
47.85576297199429,anomaly
11.89111933278148,anomaly
11.89111933278148,anomaly
9.6851202514041,anomaly
9.6851202514041,anomaly
3.7875493585088336,anomaly
11.89111933278148,anomaly
10.461494855899536,anomaly
6.019565982471644,anomaly
9.6851202514041,anomaly
12.941450252832364,anomaly
8.376850065339456,anomaly
2.732493491610869,anomaly
11.371984667004742,anomaly
16.541157214490006,anomaly
11.89111933278148,anomaly
11.89111933278148,anomaly
2.548910668100083,anomaly
14.299802228987874,anomaly
11.371984667004742,anomaly
11.89111933278148,anomaly
2.820315529502743,anomaly
9.6851202514041,anomaly
15.269127872844832,anomaly
16.296030161376745,anomaly
18.740071753109607,anomaly
9.6851202514041,anomaly
9.6851202514041,anomaly
11.89111933278148,anomaly
11.813848289095477,anomaly
11.89111933278148,anomaly
11.986489262649382,anomaly
8.662565619926246,anomaly
20.866145026595625,anomaly
1.952108196799504,anomaly
10.718652444135628,anomaly
11.698082788025587,anomaly
3.932986702259163,anomaly
5.311028603466716,anomaly
9.6851202514041,anomaly
5.374947214516805,anomaly
20.31079673198377,anomaly
9.6851202514041,anomaly
11.89111933278148,anomaly
9.6851202514041,anomaly
9.6851202514041,anomaly
9.6851202514041,anomaly
9.6851202514041,anomaly
11.813848289095477,anomaly
53.0872583304011,anomaly
11.89111933278148,anomaly
5.769337156725616,anomaly
9.6851202514041,anomaly
9.60764177967008,anomaly
11.89111933278148,anomaly
15.269127872844832,anomaly
35.576771106359935,anomaly
10.461494855899536,anomaly
3.6074691757365134,anomaly
3.923756792913915,anomaly
14.538983297131349,anomaly
9.6851202514041,anomaly
3.6074691757365134,anomaly
5.985269473407658,anomaly
5.557690876508786,anomaly
3.7875493585088336,anomaly
9.6851202514041,anomaly
11.89111933278148,anomaly
15.632256617192988,anomaly
14.538983297131349,anomaly
9.6851202514041,anomaly
11.832447553393107,anomaly
11.89111933278148,anomaly
6.019565982471644,anomaly
35.37090873930378,anomaly
4.501898795717171,anomaly
24.186281854021715,anomaly
15.052275551615812,anomaly
23.210261785510685,anomaly
31.41126379687531,anomaly
16.541157214490006,anomaly
10.52828611787592,anomaly
11.89111933278148,anomaly
11.259435149206732,anomaly
9.6851202514041,anomaly
11.89111933278148,anomaly
14.538983297131349,anomaly
3.290421093072772,anomaly
35.576771106359935,anomaly
11.371984667004742,anomaly
11.89111933278148,anomaly
10.461494855899536,anomaly
15.269127872844832,anomaly
9.79208971208161,anomaly
6.019565982471644,anomaly
15.269127872844832,anomaly
1000.0,anomaly
3.7875493585088336,anomaly
14.299802228987874,anomaly
11.89111933278148,anomaly
7.868148718804493,anomaly
14.299802228987874,anomaly
35.95243692770959,anomaly
14.538983297131349,anomaly
2.732493491610869,anomaly
11.89111933278148,anomaly
9.6851202514041,anomaly
13.723454228818085,anomaly
6.019565982471644,anomaly
28.40622504788253,anomaly
11.89111933278148,anomaly
2.732493491610869,anomaly
8.633824287376603,anomaly
21.32852130859459,anomaly
2.732493491610869,anomaly
9.6851202514041,anomaly
14.538983297131349,anomaly
15.269127872844832,anomaly
5.374947214516805,anomaly
18.213305308286618,anomaly
12.77395424654887,anomaly
13.370991088469877,anomaly
12.455609793175618,anomaly
11.89111933278148,anomaly
15.11338633263206,anomaly
20.75788568767753,anomaly
5.5757240658694265,anomaly
9.79208971208161,anomaly
31.19958424685448,anomaly
3.868969060511312,anomaly
11.89111933278148,anomaly
9.6851202514041,anomaly
24.186281854021715,anomaly
20.633034329728137,anomaly
11.89111933278148,anomaly
3.290421093072772,anomaly
9.674210974274253,anomaly
6.18306424387165,anomaly
1000.0,anomaly
8.849382378129777,anomaly
15.269127872844832,anomaly
14.538983297131349,anomaly
15.269127872844832,anomaly
10.48107754735431,anomaly
3.9211361243901486,anomaly
11.89111933278148,anomaly
11.813848289095477,anomaly
10.718652444135628,anomaly
9.6851202514041,anomaly
11.89111933278148,anomaly
15.052275551615812,anomaly
11.89111933278148,anomaly
14.538983297131349,anomaly
2.732493491610869,anomaly
11.89111933278148,anomaly
12.59168204767066,anomaly
49.84515373091948,anomaly
11.89111933278148,anomaly
5.817734754785298,anomaly
11.699310266683558,anomaly
9.6851202514041,anomaly
9.6851202514041,anomaly
11.89111933278148,anomaly
11.89111933278148,anomaly
7.896398895753068,anomaly
11.89111933278148,anomaly
15.269127872844832,anomaly
14.553101311684754,anomaly
11.89111933278148,anomaly
9.6851202514041,anomaly
2.732493491610869,anomaly
35.576771106359935,anomaly
9.674210974274253,anomaly
11.89111933278148,anomaly
9.6851202514041,anomaly
35.576771106359935,anomaly
11.89111933278148,anomaly
5.418699285721303,anomaly
11.813848289095477,anomaly
2.732493491610869,anomaly
11.371984667004742,anomaly
11.89111933278148,anomaly
11.89111933278148,anomaly
9.6851202514041,anomaly
15.269127872844832,anomaly
3.7875493585088336,anomaly
9.6851202514041,anomaly
11.89111933278148,anomaly
11.89111933278148,anomaly
8.849382378129777,anomaly
10.48107754735431,anomaly
11.89111933278148,anomaly
9.6851202514041,anomaly
20.31079673198377,anomaly
11.89111933278148,anomaly
9.6851202514041,anomaly
16.91731763545757,anomaly
3.644092359040208,anomaly
8.074871905838522,anomaly
11.89111933278148,anomaly
14.538983297131349,anomaly
15.269127872844832,anomaly
9.6851202514041,anomaly
9.6851202514041,anomaly
10.859109538845466,anomaly
13.930107013584133,anomaly
14.538983297131349,anomaly
15.269127872844832,anomaly
9.79208971208161,anomaly
11.813848289095477,anomaly
18.065152453736733,anomaly
9.6851202514041,anomaly
6.562811061928437,anomaly
13.723454228818085,anomaly
11.89111933278148,anomaly
20.633034329728137,anomaly
18.213305308286618,anomaly
9.6851202514041,anomaly
14.299802228987874,anomaly
11.09366946834338,anomaly
11.371984667004742,anomaly
14.538983297131349,anomaly
20.31079673198377,anomaly
9.6851202514041,anomaly
9.6851202514041,anomaly
9.6851202514041,anomaly
11.89111933278148,anomaly
5.311028603466716,anomaly
11.89111933278148,anomaly
11.89111933278148,anomaly
11.89111933278148,anomaly
9.6851202514041,anomaly
6.019565982471644,anomaly
29.93665659504253,anomaly
16.382583628578114,anomaly
11.89111933278148,anomaly
5.311028603466716,anomaly
9.6851202514041,anomaly
16.541157214490006,anomaly
2.747364403484348,anomaly
9.6851202514041,anomaly
15.703115854452532,anomaly
9.6851202514041,anomaly
10.461494855899536,anomaly
10.794449521717176,anomaly
9.6851202514041,anomaly
5.801705426554462,anomaly
21.32852130859459,anomaly
