value,attack_cat
13.465568113545151,Backdoor
5.946228565113634,Backdoor
16.79923744950617,Backdoor
6.144556892393484,Backdoor
10.133445432035575,Backdoor
4.1006791583290125,Backdoor
4.754494477766624,Backdoor
12.6680916165075,Backdoor
6.399518833362848,Backdoor
5.572279556723772,Backdoor
5.363701380896246,Backdoor
3.6657525660849295,Backdoor
13.465568113545151,Backdoor
10.110112275191854,Backdoor
5.8219735613311965,Backdoor
7.225317365078592,Backdoor
18.8570636150231,Backdoor
16.651422155767005,Backdoor
17.63819014975896,Backdoor
8.206696197622634,Backdoor
13.465568113545151,Backdoor
22.29541025186154,Analysis
5.946228565113634,Backdoor
16.69804144836417,Backdoor
12.280038811919145,Backdoor
5.946228565113634,Analysis
12.739483655290494,Backdoor
5.389993586600207,Analysis
5.389993586600207,Backdoor
4.75780121706162,Analysis
25.1022069945692,Analysis
25.1022069945692,Analysis
23.291321529881458,Backdoor
9.346084594304813,Analysis
6.399518833362848,Backdoor
20.28591396988136,Analysis
16.67914917249701,Analysis
12.34165730441918,Backdoor
5.389993586600207,Backdoor
11.255611097505872,Backdoor
23.291321529881458,Analysis
5.586102719629821,Backdoor
23.291321529881458,Analysis
5.946228565113634,Backdoor
14.406541020227731,Backdoor
6.076321362766064,Backdoor
17.97819987064736,Backdoor
5.057346977066631,Backdoor
12.63854988824605,Backdoor
5.681937678381564,Backdoor
11.34261465873224,Backdoor
15.854873945667812,Analysis
4.976386826482365,Backdoor
11.844188411135974,Analysis
16.97993313545314,Backdoor
18.62103863249144,Analysis
5.8219735613311965,Analysis
5.681937678381564,Backdoor
3.877086952150326,Backdoor
16.651422155767005,Analysis
20.28591396988136,Analysis
20.28591396988136,Analysis
19.76045815647936,Backdoor
8.206696197622634,Analysis
14.177611066936228,Backdoor
25.36931570017109,Backdoor
3.6657525660849295,Backdoor
19.16255341334212,Analysis
22.75774886884024,Analysis
11.255611097505872,Backdoor
22.75774886884024,Backdoor
3.951503276351309,Backdoor
25.1022069945692,Backdoor
25.1022069945692,Backdoor
4.679818835247857,Analysis
30.118932163004647,Backdoor
7.899566891869757,Backdoor
11.48197641523981,Backdoor
11.944944368230113,Backdoor
12.739483655290494,Backdoor
16.67914917249701,Analysis
16.72061322221352,Analysis
23.290093072922577,Backdoor
6.076321362766064,Backdoor
17.85536526592602,Backdoor
17.97819987064736,Analysis
4.679818835247857,Backdoor
6.076321362766064,Backdoor
4.951908420012704,Backdoor
11.944944368230113,Backdoor
11.944944368230113,Backdoor
19.587830839875355,Backdoor
11.944944368230113,Backdoor
5.389993586600207,Backdoor
4.75780121706162,Analysis
4.75780121706162,Backdoor
16.97993313545314,Analysis
18.62103863249144,Backdoor
25.1022069945692,Analysis
5.681937678381564,Analysis
6.064932175391935,Analysis
9.346084594304813,Analysis
