value,class
3.288341947588537,normal
9.515558045505776,normal
3.557285349947356,normal
2.253782037355782,normal
7.835661955125159,normal
16.866792186930486,normal
4.01313855981429,normal
3.4828145208222225,normal
4.167073403407521,normal
3.8605967364183793,normal
31.425639048344948,normal
17.11647017985739,normal
1.7229787224439277,normal
13.09515343279694,normal
2.907476198618066,normal
3.3959272333478,normal
3.048774049159459,normal
2.279172810630155,normal
2.40863767610241,normal
6.298215769466514,normal
3.2805528234600723,normal
2.8030737753207324,normal
3.0834363479673312,normal
4.308759511536421,normal
5.394162637158,normal
3.822031624993061,normal
3.8608428983749854,normal
2.3490833940804805,normal
3.45388957963629,normal
2.4328027354063395,normal
3.757196924377338,normal
4.322578616569894,normal
2.2324913273801306,normal
7.03070120006777,normal
6.202828406554226,normal
8.176408786833251,normal
4.188806450261332,normal
6.485232848843764,normal
3.960912304186772,normal
1.6686577760793635,normal
3.539979760005366,normal
9.369074815614551,normal
3.072588040414101,normal
1.968371281861077,normal
4.706706386013911,normal
4.533987997007845,normal
2.789473126635844,normal
4.971740785870673,normal
2.0808212182606898,normal
2.762342364156122,normal
3.297832168225028,normal
4.107650910495057,normal
3.197565191142816,normal
3.686472436387493,normal
5.005385302040957,normal
2.5560375147824748,normal
3.092399897604679,normal
4.531935948746085,normal
4.709516434648264,normal
2.936613242750567,normal
4.158818174153139,normal
3.464948803310878,normal
1.088377771756192,normal
3.611565012173696,normal
2.641769926605684,normal
13.198260262400714,normal
5.444696898502278,normal
3.539376128116638,normal
4.032903191961748,normal
1.6121352517978418,normal
2.132725469229328,normal
2.1261111859516704,normal
2.7905693929001294,normal
1.3776866253771016,normal
3.3870878535625173,normal
2.220982793521924,normal
3.293335563011554,normal
4.911700464589218,normal
3.790916988555815,normal
4.292063981497711,normal
3.6700450775043327,normal
3.099847590723513,normal
2.504289282023002,normal
4.112531770995815,normal
6.233481072923448,normal
3.179998440029048,normal
4.457576293387068,normal
14.073598161353209,normal
5.973007902227679,normal
2.407325573976082,normal
3.3449676045986383,normal
9.92260156887794,normal
6.597369241406232,normal
1.2269963750845398,normal
4.133045693424143,normal
5.64621492708981,normal
7.678704856451239,normal
7.4428822439896285,normal
4.354048561101308,normal
2.793249250466224,normal
4.732957508444146,normal
4.4929560254701,normal
5.776667936575453,normal
4.961722915824496,normal
2.40138442431912,normal
2.707281181168641,normal
3.736147282580985,normal
4.198524970026173,normal
4.620057032374339,normal
3.402241344526473,normal
4.59650206549614,normal
9.707112602573602,normal
2.594767708461448,normal
2.85334937493196,normal
6.417131310181396,normal
2.255013053378775,normal
4.082941499547259,normal
6.741201204565233,normal
2.9154150401884675,normal
