value,attack_cat
20.447705153291007,Backdoor
5.5056438410120245,Backdoor
28.96109730993135,Backdoor
8.165122546146742,Backdoor
24.20209884017582,Backdoor
7.636922205951554,Backdoor
8.165122546146742,Backdoor
18.39598418356516,Backdoor
8.165122546146742,Backdoor
8.165122546146742,Backdoor
8.247115946790085,Backdoor
14.589239979484544,Backdoor
20.447705153291007,Backdoor
20.447705153291007,Backdoor
8.247115946790085,Backdoor
4.206090884798764,Backdoor
46.98859220566341,Backdoor
35.80101169664305,Backdoor
21.58252361982012,Backdoor
35.80101169664305,Backdoor
20.447705153291007,Backdoor
35.80101169664305,Analysis
5.5056438410120245,Backdoor
25.4477822636968,Backdoor
19.63501309020857,Backdoor
5.5056438410120245,Analysis
26.575325984659763,Backdoor
6.698491750590296,Analysis
6.698491750590296,Backdoor
13.705872302142446,Analysis
58.73910844881925,Analysis
58.73910844881925,Analysis
32.996416658747414,Backdoor
60.39998008139044,Analysis
8.165122546146742,Backdoor
35.80101169664305,Analysis
35.80101169664305,Analysis
18.39598418356516,Backdoor
6.698491750590296,Backdoor
20.680149946430213,Backdoor
32.996416658747414,Analysis
8.247115946790085,Backdoor
32.996416658747414,Analysis
5.5056438410120245,Backdoor
15.378737647953129,Backdoor
8.247115946790085,Backdoor
22.79634242868276,Backdoor
5.5056438410120245,Backdoor
21.624653501636413,Backdoor
8.247115946790085,Backdoor
35.259014635824435,Backdoor
26.575325984659763,Analysis
7.359893189852544,Backdoor
14.180139755621257,Analysis
16.67962960483972,Backdoor
21.58252361982012,Analysis
8.247115946790085,Analysis
8.247115946790085,Backdoor
7.636922205951554,Backdoor
35.80101169664305,Analysis
35.80101169664305,Analysis
35.80101169664305,Analysis
36.84056104036749,Backdoor
35.80101169664305,Analysis
21.58252361982012,Backdoor
32.996416658747414,Backdoor
14.589239979484544,Backdoor
23.976791767470925,Analysis
34.38077292826586,Analysis
20.680149946430213,Backdoor
34.38077292826586,Backdoor
7.636922205951554,Backdoor
58.73910844881925,Backdoor
58.73910844881925,Backdoor
6.698491750590296,Analysis
40.07957149968868,Backdoor
44.99796435821104,Backdoor
60.39998008139044,Backdoor
26.575325984659763,Backdoor
26.575325984659763,Backdoor
35.80101169664305,Analysis
36.06750038439734,Analysis
49.73422947709022,Backdoor
8.247115946790085,Backdoor
34.38077292826586,Backdoor
22.79634242868276,Analysis
6.698491750590296,Backdoor
8.247115946790085,Backdoor
8.247115946790085,Backdoor
26.575325984659763,Backdoor
26.575325984659763,Backdoor
36.06750038439734,Backdoor
26.575325984659763,Backdoor
6.698491750590296,Backdoor
13.705872302142446,Analysis
13.705872302142446,Backdoor
16.67962960483972,Analysis
21.58252361982012,Backdoor
58.73910844881925,Analysis
8.247115946790085,Analysis
8.247115946790085,Analysis
60.39998008139044,Analysis
54.41197001126552,Analysis
7.359893189852544,Backdoor
8.165122546146742,Backdoor
50.76238638151603,Backdoor
56.88727109775303,Fuzzers
36.06750038439734,Analysis
36.84056104036749,Backdoor
35.80101169664305,Backdoor
4.777214801570386,Backdoor
8.247115946790085,Backdoor
24.673949429262905,Fuzzers
35.80101169664305,Backdoor
54.41197001126552,Backdoor
35.80101169664305,Backdoor
5.812576643662495,Fuzzers
35.80101169664305,Backdoor
8.247115946790085,Backdoor
28.96109730993135,Backdoor
8.165122546146742,Backdoor
8.165122546146742,Backdoor
47.14225983045171,Fuzzers
35.80101169664305,Backdoor
38.57624233823691,Backdoor
7.636922205951554,Backdoor
34.38077292826586,Analysis
8.165122546146742,Backdoor
8.247115946790085,Backdoor
6.698491750590296,Analysis
22.79634242868276,Analysis
4.206090884798764,Backdoor
8.247115946790085,Backdoor
8.247115946790085,Backdoor
20.680149946430213,Backdoor
4.777214801570386,Backdoor
8.165122546146742,Backdoor
22.67510686433524,Backdoor
5.5056438410120245,Backdoor
35.80101169664305,Analysis
35.80101169664305,Analysis
8.247115946790085,Backdoor
8.247115946790085,Backdoor
8.247115946790085,Backdoor
8.247115946790085,Backdoor
35.80101169664305,Analysis
35.80101169664305,Backdoor
35.80101169664305,Backdoor
23.976791767470925,Backdoor
4.777214801570386,Backdoor
14.589239979484544,Backdoor
63.59800413085223,Backdoor
20.680149946430213,Backdoor
59.46939157508065,Backdoor
4.206090884798764,Backdoor
32.996416658747414,Backdoor
8.247115946790085,Backdoor
4.206090884798764,Backdoor
7.636922205951554,Backdoor
4.777214801570386,Backdoor
22.67510686433524,Backdoor
26.575325984659763,Backdoor
8.247115946790085,Backdoor
10.418437319580692,Backdoor
21.624653501636413,Backdoor
16.67962960483972,Backdoor
22.67510686433524,Backdoor
8.247115946790085,Backdoor
22.371685756603625,Analysis
5.5056438410120245,Backdoor
8.247115946790085,Backdoor
23.976791767470925,Analysis
8.247115946790085,Analysis
18.551565599814616,Analysis
4.777214801570386,Backdoor
4.206090884798764,Backdoor
35.80101169664305,Backdoor
8.247115946790085,Backdoor
4.206090884798764,Analysis
8.247115946790085,Backdoor
17.74336994885095,Backdoor
54.41197001126552,Analysis
8.247115946790085,Backdoor
8.247115946790085,Backdoor
8.247115946790085,Backdoor
46.98859220566341,Analysis
6.698491750590296,Analysis
26.575325984659763,Analysis
26.575325984659763,Backdoor
26.575325984659763,Backdoor
10.418437319580692,Analysis
14.180139755621257,Backdoor
16.67962960483972,Analysis
70.51767593984505,Fuzzers
16.67962960483972,Analysis
23.244484380644423,Fuzzers
23.976791767470925,Backdoor
36.06750038439734,Backdoor
21.58252361982012,Analysis
22.371685756603625,Backdoor
8.247115946790085,Backdoor
18.652438527289963,Fuzzers
18.551565599814616,Backdoor
4.777214801570386,Analysis
25.12827836936504,Fuzzers
8.247115946790085,Analysis
23.976791767470925,Backdoor
54.41197001126552,Backdoor
20.680149946430213,Backdoor
35.80101169664305,Backdoor
35.80101169664305,Backdoor
50.76238638151603,Fuzzers
22.79634242868276,Backdoor
14.589239979484544,Analysis
23.976791767470925,Backdoor
34.38077292826586,Analysis
58.73910844881925,Analysis
58.73910844881925,Backdoor
7.359893189852544,Backdoor
5.5056438410120245,Analysis
6.698491750590296,Backdoor
8.165122546146742,Backdoor
36.77023379858393,Fuzzers
35.80101169664305,Backdoor
63.781719048900655,Fuzzers
70.51767593984505,Fuzzers
40.07957149968868,Analysis
1000.0,Fuzzers
7.359893189852544,Backdoor
35.80101169664305,Backdoor
35.80101169664305,Backdoor
21.58252361982012,Fuzzers
36.77023379858393,Fuzzers
23.244484380644423,Fuzzers
36.06750038439734,Analysis
22.651684549218043,Fuzzers
60.39998008139044,Analysis
20.43219494890893,Fuzzers
35.80101169664305,Backdoor
35.80101169664305,Analysis
36.06750038439734,Backdoor
22.79634242868276,Backdoor
6.698491750590296,Backdoor
23.244484380644423,Fuzzers
23.191514198369624,Fuzzers
36.77023379858393,Fuzzers
20.43219494890893,Fuzzers
8.165122546146742,Analysis
50.76238638151603,Backdoor
32.996416658747414,Backdoor
5.5056438410120245,Analysis
8.165122546146742,Backdoor
7.359893189852544,Backdoor
8.165122546146742,Backdoor
4.206090884798764,Backdoor
4.777214801570386,Backdoor
21.299458657341827,Backdoor
4.206090884798764,Backdoor
20.680149946430213,Backdoor
17.74336994885095,Backdoor
32.996416658747414,Backdoor
20.54791595667541,Backdoor
24.669987776079346,Backdoor
5.5056438410120245,Backdoor
8.165122546146742,Backdoor
6.146782514225759,Backdoor
5.5056438410120245,Backdoor
17.67037413564335,Backdoor
8.247115946790085,Fuzzers
14.441870240823311,Fuzzers
32.996416658747414,Backdoor
18.781994243906063,Backdoor
8.165122546146742,Backdoor
50.94188228757024,Fuzzers
24.673949429262905,Fuzzers
50.97031865893197,Fuzzers
50.97031865893197,Fuzzers
50.28764891288493,Fuzzers
25.335538591579763,Fuzzers
35.80101169664305,Analysis
21.53430371988358,Fuzzers
50.97031865893197,Fuzzers
19.07050585752196,Fuzzers
25.08460471779512,Fuzzers
4.206090884798764,Backdoor
23.92310690214198,Fuzzers
4.206090884798764,Backdoor
36.06750038439734,Backdoor
53.126871740648326,Fuzzers
35.80101169664305,Analysis
36.84056104036749,Analysis
21.624653501636413,Backdoor
35.80101169664305,Analysis
35.80101169664305,Analysis
54.09851734424346,Fuzzers
59.46939157508065,Analysis
35.80101169664305,Analysis
1000.0,Fuzzers
49.73422947709022,Analysis
19.07050585752196,Fuzzers
35.80101169664305,Backdoor
5.5056438410120245,Backdoor
22.651684549218043,Fuzzers
6.698491750590296,Analysis
47.14225983045171,Fuzzers
10.473335778992968,Fuzzers
17.74336994885095,Backdoor
58.73910844881925,Backdoor
52.03565676188145,Fuzzers
23.244484380644423,Fuzzers
63.781719048900655,Fuzzers
47.14225983045171,Fuzzers
7.636922205951554,Analysis
4.502363846314365,Fuzzers
16.67962960483972,Backdoor
20.680149946430213,Backdoor
8.247115946790085,Backdoor
34.38077292826586,Backdoor
60.39998008139044,Backdoor
4.206090884798764,Backdoor
21.58252361982012,Backdoor
53.979348332629215,Backdoor
21.299458657341827,Fuzzers
60.39998008139044,Analysis
36.427707885804864,Fuzzers
8.247115946790085,Backdoor
8.247115946790085,Backdoor
5.5056438410120245,Analysis
30.260463893899423,Backdoor
