value,attack_cat
46.04454487999909,Normal
26.05441092974653,Normal
1000.0,Normal
19.477432338168093,Normal
20.43219494890893,Normal
20.43219494890893,Normal
23.244484380644423,Normal
23.66894455859597,Normal
23.66894455859597,Normal
23.66894455859597,Normal
34.35510603596957,Normal
61.25151103316591,Normal
23.244484380644423,Normal
33.172480503268986,Normal
23.244484380644423,Normal
47.45163776156375,Normal
20.43219494890893,Normal
1000.0,Normal
46.61944883034906,Normal
20.43219494890893,Normal
20.43219494890893,Normal
37.26090006385663,Normal
35.14065541214066,Normal
34.35510603596957,Normal
20.43219494890893,Normal
20.43219494890893,Normal
23.244484380644423,Normal
31.11792970306422,Normal
42.540896696959,Normal
29.820921995668485,Normal
56.326190058538,Normal
62.014402438068096,Normal
29.15094683706733,Normal
12.083845858058702,Normal
46.192339594428034,Normal
35.81830704069515,Normal
49.76288839166873,Normal
37.26090006385663,Normal
34.90622140126709,Normal
34.35510603596957,Normal
36.37357061948687,Normal
39.42248584867527,Normal
33.28218516541065,Normal
20.72434188858589,Normal
20.72434188858589,Normal
53.2702534949189,Normal
1000.0,Normal
56.326190058538,Normal
74.13134139112238,Normal
17.262990587601745,Normal
34.35510603596957,Normal
31.11792970306422,Normal
52.03565676188145,Normal
3.1002411755133705,Normal
14.541407144316018,Normal
56.70252133918809,Normal
54.24225616380261,Normal
2.859099382674261,Normal
1.8055392737266984,Normal
20.46842009766336,Normal
1000.0,Normal
50.76238638151603,Normal
1000.0,Normal
34.35510603596957,Normal
20.72434188858589,Normal
47.00707600656261,Normal
47.00707600656261,Normal
52.03565676188145,Normal
29.398866628874,Normal
4.074339367293634,Normal
1000.0,Normal
18.91109657189969,Normal
62.00577887739262,Normal
18.91109657189969,Normal
18.91109657189969,Normal
3.3608165732212374,Normal
18.91109657189969,Normal
18.91109657189969,Normal
18.91109657189969,Normal
18.103973751173545,Normal
18.103973751173545,Normal
18.103973751173545,Normal
18.103973751173545,Normal
18.103973751173545,Normal
17.014595226887387,Normal
18.103973751173545,Normal
18.103973751173545,Normal
17.554474206734348,Normal
21.03028368096119,Normal
21.03028368096119,Normal
17.554474206734348,Normal
78.43615512430486,Normal
17.554474206734348,Normal
1000.0,Normal
20.447705153291007,Normal
34.8476149110282,Normal
34.8476149110282,Normal
31.935383748783394,Normal
26.239117754086,Normal
26.239117754086,Normal
43.19742941861834,Normal
31.02671194195153,Normal
47.57424614859965,Normal
44.2717504106128,Normal
26.239117754086,Normal
40.17389813087324,Normal
47.57424614859965,Normal
47.57424614859965,Normal
85.71348092653766,Normal
24.37296097384064,Normal
26.239117754086,Normal
32.56490164493081,Normal
22.06688955448867,Normal
59.44694914411613,Normal
26.239117754086,Normal
47.57424614859965,Normal
1000.0,Normal
26.239117754086,Normal
42.06108007512238,Normal
26.239117754086,Normal
26.239117754086,Normal
1000.0,Normal
22.06688955448867,Normal
26.239117754086,Normal
1000.0,Normal
47.57424614859965,Normal
60.390107914828526,Normal
23.97559746839169,Normal
47.57424614859965,Normal
64.21036747826629,Normal
47.57424614859965,Normal
47.57424614859965,Normal
47.57424614859965,Normal
55.96830540544955,Normal
26.239117754086,Normal
26.239117754086,Normal
22.06688955448867,Normal
25.60744886071232,Normal
47.57424614859965,Normal
31.02671194195153,Normal
3.0435639235552814,Normal
11.334450900430488,Normal
26.239117754086,Normal
62.00577887739262,Normal
26.239117754086,Normal
1000.0,Normal
26.239117754086,Normal
47.57424614859965,Normal
42.06108007512238,Normal
20.43219494890893,Normal
20.43219494890893,Normal
1000.0,Normal
40.31312808216824,Normal
43.925520446387246,Normal
40.31312808216824,Normal
31.935383748783394,Normal
29.48409118999134,Normal
30.37456868703106,Normal
40.31312808216824,Normal
4.1693151001924855,Normal
36.57927541649144,Normal
23.976791767470925,Normal
68.45310990825692,Normal
26.239117754086,Normal
26.239117754086,Normal
36.56234698661903,Normal
26.239117754086,Normal
50.76238638151603,Normal
51.47028733814712,Normal
4.1693151001924855,Normal
1000.0,Normal
47.57424614859965,Normal
26.239117754086,Normal
62.00577887739262,Normal
28.233154586384625,Normal
1000.0,Normal
35.199110110972,Normal
1000.0,Normal
15.649125181728117,Normal
35.199110110972,Normal
26.44577975811129,Normal
35.199110110972,Normal
30.627797366778303,Normal
1000.0,Normal
30.627797366778303,Normal
43.925520446387246,Normal
29.44758182102484,Normal
40.31312808216824,Normal
60.20719940093372,Normal
30.07207725886572,Normal
43.925520446387246,Normal
1000.0,Normal
15.886993334501346,Normal
12.9444465325522,Normal
34.031038037235696,Normal
35.1447936824017,Normal
34.33159870173644,Normal
42.06108007512238,Normal
31.09751646794548,Normal
12.103410424799607,Normal
33.62780873368478,Normal
22.0951733692733,Normal
70.06524553064084,Normal
72.92995889982825,Normal
64.21036747826629,Normal
72.92995889982825,Normal
21.372938563396165,Normal
42.73408473268727,Normal
51.51074056949541,Normal
38.31188502669875,Normal
43.986923372486814,Normal
36.13192406619649,Normal
9.64086566878683,Normal
23.527257135095308,Normal
9.64086566878683,Normal
62.00577887739262,Normal
39.387923201727816,Normal
15.275982284554118,Normal
68.13798842260873,Normal
22.753474000564005,Normal
35.98406945524322,Normal
93.5229969447334,Normal
37.878372737597125,Normal
15.192912584238082,Normal
39.90893502737356,Normal
46.49703290603251,Normal
1000.0,Normal
60.58274155893891,Normal
14.858855560656869,Normal
38.60156500976494,Normal
21.22804537834709,Normal
31.498238055272083,Normal
60.58274155893891,Normal
96.3244268111001,Normal
32.56404988815875,Normal
1000.0,Normal
82.93735899334715,Normal
15.13355146882809,Normal
32.56404988815875,Normal
1000.0,Normal
16.47646813058376,Normal
1000.0,Normal
60.390107914828526,Normal
22.827781004044702,Normal
20.30297048592184,Normal
14.621492952172076,Normal
1000.0,Normal
60.20719940093372,Normal
25.515372511538537,Normal
17.085239917708996,Normal
1000.0,Normal
36.79068422380431,Normal
82.93735899334715,Normal
82.93735899334715,Normal
16.201611872698575,Normal
20.49347168532905,Normal
72.86388975714472,Normal
36.79068422380431,Normal
39.53915134249801,Normal
16.201611872698575,Normal
16.47646813058376,Normal
15.260131177093866,Normal
21.04060239355677,Normal
21.04060239355677,Normal
1000.0,Normal
15.192595958613737,Normal
