value,attack_cat
33.09128567225041,Normal
22.56786223367305,Normal
46.14225327017629,Normal
10.89152053378861,Normal
17.023351167237536,Normal
17.023351167237536,Normal
19.286089260984564,Normal
14.501408845295432,Normal
14.501408845295432,Normal
14.501408845295432,Normal
23.50092799062241,Normal
36.04375754100094,Normal
19.286089260984564,Normal
21.927278930455422,Normal
19.286089260984564,Normal
28.84193031882156,Normal
17.023351167237536,Normal
54.04527759482748,Normal
14.357578703672043,Normal
17.023351167237536,Normal
17.023351167237536,Normal
25.643472200687285,Normal
21.77941914150844,Normal
23.50092799062241,Normal
17.023351167237536,Normal
17.023351167237536,Normal
19.286089260984564,Normal
24.038080955194705,Normal
25.77846125063456,Normal
15.350969148566932,Normal
32.4806890682838,Normal
19.827849199673544,Normal
24.19522364793188,Normal
9.658406661680058,Normal
28.633423549381703,Normal
27.98646809403171,Normal
20.729546045329634,Normal
23.30116825634377,Normal
25.94095433697278,Normal
15.749441987331302,Normal
26.28003689358968,Normal
27.964191375093524,Normal
16.693207206690953,Normal
14.285635387761127,Normal
14.285635387761127,Normal
19.574851024315187,Normal
40.7948606232676,Normal
35.65169458582849,Normal
32.58467167935896,Normal
15.044889867296268,Normal
23.50092799062241,Normal
24.038080955194705,Normal
20.1583490367578,Normal
5.6761638327769175,Normal
8.980910806862372,Normal
30.09422679903192,Normal
20.08485569952119,Normal
0.7755343136937219,Normal
0.6650691602312242,Normal
14.901473854518873,Normal
41.34007277112203,Normal
33.37640542248983,Normal
21.46167064720468,Normal
15.749441987331302,Normal
14.285635387761127,Normal
30.31713584731729,Normal
30.31713584731729,Normal
20.1583490367578,Normal
55.08618063287592,Normal
6.682793987057538,Normal
40.98740828244994,Normal
5.556098631791189,Normal
51.6286845960426,Normal
5.556098631791189,Normal
5.556098631791189,Normal
5.424176988844092,Normal
5.556098631791189,Normal
5.556098631791189,Normal
5.556098631791189,Normal
7.9929679470785215,Normal
7.9929679470785215,Normal
7.324422015433448,Normal
7.324422015433448,Normal
7.9929679470785215,Normal
7.221289058872765,Normal
7.9929679470785215,Normal
7.324422015433448,Normal
5.32076500513096,Normal
5.766863787271654,Normal
5.766863787271654,Normal
5.32076500513096,Normal
35.023487712404005,Normal
5.32076500513096,Normal
25.186564302083124,Normal
9.541530717843829,Normal
18.194734962635778,Normal
18.194734962635778,Normal
23.47622543283924,Normal
12.564803040349636,Normal
12.564803040349636,Normal
20.69181843660065,Normal
6.957623840272579,Normal
14.110426155629632,Normal
31.0399044152512,Normal
12.564803040349636,Normal
